route,pageType,entity,prciScore,retrievalCostLevel,recommendedAction,borderStatus,wordCount,crawlDepth,inboundLinks,m1,m2,m3,m4,m5,m6,m7,noindex,schemaTypes,thinRisk,contentStatus,isOrphan,missingBreadcrumb,missingRelated,issues
/comparisons/,comparison,TikTok RPM,56.22,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2227,2,4,1,8.75,6.67,8.33,5,2.01,6.25,false,CollectionPage|Thing|Organization|ImageObject|ItemList|ListItem|Article|BreadcrumbList|FAQPage|Question|Answer,,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/terms/,trust,terms,56.26,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,outer,1184,1,415,1,5.71,10,8.33,5,2.01,7,false,WebPage|Organization,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/calculators/engagement-rate/engagement-rate-dropping/,calculator,TikTok Engagement Rate,56.35,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1956,2,8,3,3.75,7.67,6.67,5,3.68,10,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/data/earnings/fulltime-vs-parttime-creator-earnings/,data,data earnings fulltime parttime,56.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1677,2,7,1,7.14,7.67,6.67,5,2.01,8.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/how-to-increase-creator-fund-earnings/,guide,TikTok Creator Rewards Program,56.64,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,726,2,9,1,6.25,7.67,10,5,2.01,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/calculators/engagement-influence/video-engagement/,calculator,TikTok Engagement Rate,56.68,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2090,2,8,1,3.75,7.67,10,5,3.68,10,false,WebApplication|Offer|Organization|FAQPage|Question|Answer|BreadcrumbList|ListItem|Person,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/calculators/coins/tiktok-coin-prices-by-country/,calculator,coins tiktok coin prices,56.76,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1111,2,4,3,7.14,6.67,6.67,5,3.68,6.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,medium,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/calculators/earnings-revenue/live-earnings/best-times-go-live-tiktok/,calculator,earnings revenue live earnings,56.76,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1639,2,7,1,7.14,7.67,6.67,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,medium,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/calculators/earnings-revenue/live-earnings/get-more-viewers-tiktok-live/,calculator,earnings revenue live earnings,56.76,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1319,2,3,1,7.14,6.67,6.67,7,3.68,6.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual flow weak
/calculators/,calculator,Calculators,56.87,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,475,1,415,1,7.14,10,8.33,5,2.01,5.5,false,CollectionPage|Thing|Organization|ImageObject|ItemList|ListItem|SoftwareApplication|Offer|BreadcrumbList,medium,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak | Low information responsiveness
/data/earnings/tiktok-pay-india-earnings/,data,data earnings tiktok pay,56.9,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2322,2,4,1,5.71,6.67,6.67,7,3.68,8.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual flow weak
/blog/building-multiple-income-streams-tiktok/,blog,blog building multiple income,56.92,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1875,2,9,1,7.14,7.67,10,5,2.01,6.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/news/mention-liked-favorited-videos/,blog,news mention liked favorited,56.92,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1476,2,2,1,7.14,6.67,10,5,2.01,7.75,false,NewsArticle|Organization|ImageObject|BreadcrumbList|ListItem,,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/monetization/,guide,guides monetization,57.05,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,540,3,51,1,4.29,8.67,8.33,10,2.01,5.75,false,CollectionPage|Thing|Organization|ImageObject|ItemList|ListItem|Article|BreadcrumbList,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual flow weak | Low information responsiveness
/guides/tiktok-series-monetization/,guide,guides tiktok series monetization,57.23,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1198,2,4,1,5.71,6.67,10,7,3.68,6.75,false,Article|Organization|ImageObject,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual flow weak
/calculators/coins-gifts-diamonds/coins/,calculator,TikTok Diamond,57.4,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2493,2,8,3,8.57,7.67,5,5,2.01,6.5,false,FAQPage|Question|Answer|Person|Organization,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/data/earnings/,data,data earnings,57.42,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,793,3,26,1,4.29,8.67,8.33,10,2.01,6,false,CollectionPage|Thing|Organization|ImageObject|ItemList|ListItem|Dataset|BreadcrumbList,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual flow weak
/corrections-policy/,trust,corrections policy,57.43,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,outer,348,2,5,1,5.71,7.67,8.33,5,3.68,9,false,WebPage|Organization,,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/contact/,trust,contact,57.46,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,outer,348,1,415,1,7.14,10,6.67,5,2.01,7,false,Organization|ContactPoint,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/reference/,hub,reference,57.92,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,950,1,415,1,4.29,10,8.33,7,2.01,8,false,ItemList|ListItem|WebApplication|Offer|CollectionPage|Thing|FAQPage|Question|Answer|BreadcrumbList,,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual flow weak
/guides/how-to-make-first-1000-dollars/,guide,guides make first 1000,58.09,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1356,1,415,1,4.29,10,10,5,2.01,9,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/data/earnings/tiktok-earnings-growth-timeline/,data,data earnings tiktok earnings,58.12,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2169,2,4,1,8.57,6.67,6.67,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/how-to-increase-engagement/,guide,TikTok Engagement Rate,58.18,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1028,2,22,3,2.5,9.33,10,5,3.68,9,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/calculators/commerce-ads/shop-profit/best-selling-tiktok-shop-products/,calculator,commerce ads shop profit,58.26,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2236,2,6,3,7.14,7.67,6.67,5,3.68,6.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,medium,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/calculators/follower-growth/follower-milestones-unlocks/,calculator,follower growth follower milestones,58.26,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1621,2,4,1,7.14,6.67,6.67,7,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,medium,warning,false,false,false,Low triple density | Contextual flow weak
/calculators/engagement-rate/algorithm-engagement-rate/,calculator,TikTok Engagement Rate,58.35,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2093,2,6,1,6.25,7.67,6.67,5,3.68,10,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,medium,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/business/tiktok-creator-taxes-guide/,guide,guides business tiktok creator,58.38,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2523,2,36,1,4.29,9.33,10,5,3.68,8.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Weak attribute coverage | Contextual coverage weak | Contextual flow weak
/blog/tiktok-ban-status-2026/,blog,blog tiktok ban status,58.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1774,2,6,1,7.14,7.67,10,5,3.68,6.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,good,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/blog/tiktok-creators-quit-jobs-income/,blog,blog tiktok creators quit,58.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2073,2,3,1,7.14,6.67,10,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,good,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/blog/tiktok-side-hustle-beginner-2026/,blog,blog tiktok side hustle,58.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,2659,2,4,1,7.14,6.67,10,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/business/when-to-hire-manager-tiktok/,guide,guides business hire manager,58.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1897,2,4,1,7.14,6.67,10,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
/guides/tiktok-live-shopping/,guide,guides tiktok live shopping,58.59,Medium Retrieval Cost,Priority rewrite: triple density + responsiveness,inside,1447,2,4,1,7.14,6.67,10,5,3.68,7.75,false,Article|Person|Organization|ImageObject|BreadcrumbList|ListItem,low,warning,false,false,false,Low triple density | Contextual coverage weak | Contextual flow weak
