route,sourcePath,sourceType,pageType,status,titleLength,metaDescriptionLength,h1Count,h1MatchesTitle,totalHeadingCount,skippedHeadingLevels,unrelatedH2Count,wordCount,firstParagraphWordCount,hasTikTokInFirstParagraph,primaryKeyword,primaryKeywordInFirst150Words,internalLinks,externalLinks,hasFAQ,hasSchema,schemaTypes,hasBreadcrumbs,hasCalculatorCTA,criticalIssueCount,warningIssueCount,criticalIssues,warningIssues
/blog/creator-rewards-payout-update-2026/,content/blog/creator-rewards-payout-update-2026.mdx,mdx,blog,good,58,147,1,true,10,false,0,1317,18,true,tiktok creator rewards rates 2026,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/creator-rewards-vs-youtube-shorts-fund/,content/blog/creator-rewards-vs-youtube-shorts-fund.mdx,mdx,blog,warning,52,149,1,true,15,false,3,1923,22,true,tiktok creator rewards vs youtube shorts,true,33,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (3)
/blog/creator-tax-deductions-complete-guide/,content/blog/creator-tax-deductions-complete-guide.mdx,mdx,blog,warning,59,148,1,true,20,true,3,1312,22,true,creator tax deductions,true,30,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (3)
/blog/engagement-rate-what-brands-look-for/,content/blog/engagement-rate-what-brands-look-for.mdx,mdx,blog,warning,56,149,1,true,27,false,1,1997,26,true,tiktok engagement rate,false,38,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/blog/how-tiktok-creator-rewards-work-2026/,content/blog/how-tiktok-creator-rewards-work-2026.mdx,mdx,blog,good,59,154,1,true,26,false,0,1511,24,true,tiktok creator rewards program,true,36,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/,src/app/blog/[articleSlug]/page.tsx,app-page,hub-listing,warning,48,132,1,true,48,true,4,2113,20,true,tiktok blog,false,16,0,true,true,Answer|Blog|BlogPosting|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,true,true,0,3,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (4) | Primary keyword missing in first 150 words
/blog/khaby-lame-tiktok-earnings/,content/blog/khaby-lame-tiktok-earnings.mdx,mdx,blog,warning,57,143,1,true,13,false,2,1758,19,true,khaby lame earnings,true,27,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/mid-year-tiktok-monetization-check/,content/blog/mid-year-tiktok-monetization-check.mdx,mdx,blog,warning,56,131,1,true,24,false,2,1994,20,true,tiktok earnings mid year 2026,true,50,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/mrbeast-tiktok-strategy-breakdown/,content/blog/mrbeast-tiktok-strategy-breakdown.mdx,mdx,blog,good,56,152,1,true,25,false,0,1954,15,true,mrbeast tiktok,true,44,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/new-tiktok-monetization-features-2026/,content/blog/new-tiktok-monetization-features-2026.mdx,mdx,blog,warning,58,146,1,true,22,false,2,1533,17,true,tiktok new monetization features,true,36,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/q1-2026-creator-earnings-report/,content/blog/q1-2026-creator-earnings-report.mdx,mdx,blog,warning,50,147,1,true,19,false,2,1808,20,true,tiktok earnings report q1 2026,true,39,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/q1-2026-tiktok-rpm-report/,content/blog/q1-2026-tiktok-rpm-report.mdx,mdx,blog,warning,58,143,1,true,12,false,2,1650,20,true,tiktok rpm q1 2026,true,26,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/spring-2026-tiktok-trends/,content/blog/spring-2026-tiktok-trends.mdx,mdx,blog,warning,57,142,1,true,18,false,3,1689,20,true,tiktok trends 2026,true,28,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (3)
/blog/summer-content-ideas-tiktok-2026/,content/blog/summer-content-ideas-tiktok-2026.mdx,mdx,blog,warning,60,133,1,true,17,false,1,1880,19,true,summer tiktok content ideas,true,36,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (1)
/blog/tiktok-algorithm-changes-2026/,content/blog/tiktok-algorithm-changes-2026.mdx,mdx,blog,warning,60,151,1,true,23,true,0,1253,23,true,tiktok algorithm 2026,false,33,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Heading hierarchy levels are skipped | Primary keyword missing in first 150 words
/blog/tiktok-algorithm-changes-2026-roundup/,content/blog/tiktok-algorithm-changes-2026-roundup.mdx,mdx,blog,good,57,132,1,true,16,false,0,1736,20,true,tiktok algorithm changes 2026,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,false,0,0,,
/blog/tiktok-algorithm-update-april-2026/,content/blog/tiktok-algorithm-update-april-2026.mdx,mdx,blog,good,49,150,1,true,24,false,0,1525,19,true,tiktok algorithm update april 2026,true,37,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/tiktok-algorithm-update-march-2026/,content/blog/tiktok-algorithm-update-march-2026.mdx,mdx,blog,warning,53,136,1,true,16,false,4,1798,20,true,tiktok algorithm update 2026,true,26,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (4)
/blog/tiktok-ban-status-2026/,content/blog/tiktok-ban-status-2026.mdx,mdx,blog,good,58,147,1,true,11,false,0,1693,20,true,tiktok ban update 2026,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/tiktok-ban-update-april-2026/,content/blog/tiktok-ban-update-april-2026.mdx,mdx,blog,warning,50,151,1,true,18,false,2,1285,18,true,tiktok ban april 2026,true,29,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/tiktok-creator-fund-worth-it-2026/,content/blog/tiktok-creator-fund-worth-it-2026.mdx,mdx,blog,warning,39,150,1,true,12,false,2,1553,20,true,is tiktok creator fund worth it,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/tiktok-creators-100k-income-2026/,content/blog/tiktok-creators-100k-income-2026.mdx,mdx,blog,good,55,146,1,true,29,false,0,2768,18,true,tiktok creators 100k,true,49,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/tiktok-creators-quit-jobs-income/,content/blog/tiktok-creators-quit-jobs-income.mdx,mdx,blog,good,54,132,1,true,25,false,0,1915,21,true,tiktok creators full time income,true,39,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/tiktok-engagement-decline-2026/,content/blog/tiktok-engagement-decline-2026.mdx,mdx,blog,warning,52,145,1,true,17,false,1,1800,19,true,tiktok engagement declining 2026,true,35,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (1)
/blog/tiktok-holiday-strategy-q2/,content/blog/tiktok-holiday-strategy-q2.mdx,mdx,blog,warning,55,144,1,true,10,false,4,1288,17,true,tiktok summer strategy,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (4)
/blog/tiktok-live-ranking-changes-2026/,content/blog/tiktok-live-ranking-changes-2026.mdx,mdx,blog,good,50,154,1,true,15,false,0,1570,18,true,tiktok live ranking 2026,true,29,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/blog/tiktok-live-streaming-earnings-guide/,content/blog/tiktok-live-streaming-earnings-guide.mdx,mdx,blog,warning,55,144,1,true,24,false,0,1751,25,true,tiktok live earnings,false,34,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Primary keyword missing in first 150 words
/blog/tiktok-new-features-2026/,content/blog/tiktok-new-features-2026.mdx,mdx,blog,warning,56,147,1,true,20,false,2,1454,19,true,tiktok new features 2026,true,29,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/tiktok-shop-affiliate-beginners-guide/,content/blog/tiktok-shop-affiliate-beginners-guide.mdx,mdx,blog,warning,47,149,1,true,19,true,1,1583,26,true,tiktok shop affiliate,true,28,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (1)
/blog/tiktok-shop-expansion-2026/,content/blog/tiktok-shop-expansion-2026.mdx,mdx,blog,warning,57,150,1,true,14,false,1,1326,19,true,tiktok shop expansion 2026,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (1)
/blog/tiktok-shop-summer-trends-2026/,content/blog/tiktok-shop-summer-trends-2026.mdx,mdx,blog,warning,50,132,1,true,17,false,2,1651,19,true,tiktok shop trending products summer,true,32,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/tiktok-side-hustle-beginner-2026/,content/blog/tiktok-side-hustle-beginner-2026.mdx,mdx,blog,warning,60,145,1,true,27,false,3,2505,21,true,tiktok side hustle,true,46,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Title does not front-load primary keyword | Potentially unrelated H2 headings (3)
/blog/tiktok-spark-ads-update-2026/,content/blog/tiktok-spark-ads-update-2026.mdx,mdx,blog,warning,51,152,1,true,12,false,3,1221,19,true,tiktok spark ads 2026,true,19,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (3)
/blog/tiktok-vs-lemon8-creators/,content/blog/tiktok-vs-lemon8-creators.mdx,mdx,blog,warning,45,154,1,true,22,false,2,1993,16,true,tiktok vs lemon8,true,38,0,true,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Potentially unrelated H2 headings (2)
/blog/tiktok-vs-youtube-shorts-earnings-2026/,content/blog/tiktok-vs-youtube-shorts-earnings-2026.mdx,mdx,blog,warning,59,150,1,true,19,true,1,1274,22,true,tiktok vs youtube shorts,true,28,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (1)
/blog/understanding-tiktok-rpm-rates/,content/blog/understanding-tiktok-rpm-rates.mdx,mdx,blog,good,59,149,1,true,21,false,0,1747,27,true,tiktok rpm rates,true,31,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,0,,
/bookmarks/,src/app/bookmarks/page.tsx,app-page,other,warning,54,146,1,false,4,false,3,317,43,true,creator calculator,false,5,0,false,false,,false,true,0,7,,Title does not front-load primary keyword | Meta description does not include primary keyword | Word count below 500 | No schema markup detected | No breadcrumbs detected | Potentially unrelated H2 headings (3) | Primary keyword missing in first 150 words
/calculator/de/,src/app/calculator/de/page.tsx,app-page,calculator,warning,49,150,1,false,23,false,1,1419,21,true,tiktok rechner,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,2,,Meta description does not include primary keyword | Potentially unrelated H2 headings (1)
/calculator/es/,src/app/calculator/es/page.tsx,app-page,calculator,warning,49,150,1,false,24,false,1,1847,25,true,calculadora de tiktok,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (1)
/calculator/fr/,src/app/calculator/fr/page.tsx,app-page,calculator,warning,49,150,1,false,21,false,0,1711,26,true,calculatrice tiktok,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,2,,Title does not front-load primary keyword | Meta description does not include primary keyword
/calculator/it/,src/app/calculator/it/page.tsx,app-page,calculator,warning,49,150,1,false,21,false,1,1400,25,true,calcolatore tiktok,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (1)
/calculator/my/,src/app/calculator/my/page.tsx,app-page,calculator,warning,49,150,1,false,21,false,1,1349,21,true,kalkulator tiktok,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (1)
/calculator/pt-br/,src/app/calculator/pt-br/page.tsx,app-page,calculator,warning,52,153,1,false,21,false,1,1640,26,true,calculadora do tiktok,true,9,0,true,true,AggregateRating|Answer|Article|BreadcrumbList|FAQPage|FinancialProduct|HowTo|HowToStep|HowToTool|ImageObject|Language|ListItem|Offer|Organization|Question|SoftwareApplication|Thing|WebPage|WebSite,true,false,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (1)
/calculators/ad-revenue/,src/app/calculators/ad-revenue/page.tsx,app-page,calculator,good,52,151,1,true,34,false,0,1955,59,true,tiktok ad revenue,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/ad-spend/,src/app/calculators/ad-spend/page.tsx,app-page,calculator,warning,50,149,1,true,45,false,0,1833,62,true,tiktok ad budget,false,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,2,,Meta description does not include primary keyword | Primary keyword missing in first 150 words
/calculators/affiliate-commission/,src/app/calculators/affiliate-commission/page.tsx,app-page,calculator,warning,56,145,1,true,37,false,2,1616,61,true,tiktok shop affiliate,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,2,,Meta description does not include primary keyword | Potentially unrelated H2 headings (2)
/calculators/audience-overlap/,src/app/calculators/audience-overlap/page.tsx,app-page,calculator,warning,52,152,1,true,46,false,1,1983,65,true,audience overlap calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/brand-deal-rate/brand-deal-red-flags/,content/calculators/brand-deal-rate/brand-deal-red-flags.mdx,mdx,calculator,warning,56,146,1,true,9,false,1,2034,20,true,tiktok brand deal scams,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,3,,Title does not front-load primary keyword | Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/brand-deal-rate/brands-calculate-influencer-roi/,content/calculators/brand-deal-rate/brands-calculate-influencer-roi.mdx,mdx,calculator,warning,58,144,1,true,10,false,0,2037,17,true,how brands calculate influencer roi,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/brand-deal-rate/,src/app/calculators/brand-deal-rate/[articleSlug]/page.tsx,app-page,calculator,warning,51,151,1,true,57,true,2,2051,85,true,brand deal rate calculator,true,18,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (2)
/calculators/brand-deal-rate/tiktok-brand-deal-rates-2026/,content/calculators/brand-deal-rate/tiktok-brand-deal-rates-2026.mdx,mdx,calculator,warning,49,154,1,true,7,false,1,1689,22,true,tiktok brand deal rates 2026,true,12,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/brand-deal-rate/tiktok-media-kit/,content/calculators/brand-deal-rate/tiktok-media-kit.mdx,mdx,calculator,warning,31,151,1,true,10,false,2,2761,16,true,tiktok media kit,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,3,,Title does not front-load primary keyword | Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/brand-deal-rate/tiktok-sponsorship-rates-followers/,content/calculators/brand-deal-rate/tiktok-sponsorship-rates-followers.mdx,mdx,calculator,warning,56,144,1,true,7,false,3,1537,23,true,how much to charge tiktok sponsorship,false,12,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,3,,Calculator page missing FAQ section | Potentially unrelated H2 headings (3) | Primary keyword missing in first 150 words
/calculators/break-even/,src/app/calculators/break-even/page.tsx,app-page,calculator,warning,52,151,1,true,44,false,1,2750,58,true,break even calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/campaign-roi/,src/app/calculators/campaign-roi/page.tsx,app-page,calculator,good,54,153,1,true,41,false,0,1577,54,true,campaign roi calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/coins/coins-to-dollars-chart/,content/calculators/coins/coins-to-dollars-chart.mdx,mdx,calculator,warning,45,146,1,true,10,false,2,1258,24,true,tiktok coins to dollars,true,15,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/coins/how-to-buy-tiktok-coins/,content/calculators/coins/how-to-buy-tiktok-coins.mdx,mdx,calculator,warning,42,154,1,true,11,false,2,1987,19,true,how to buy tiktok coins,true,22,1,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/coins/,src/app/calculators/coins/[articleSlug]/page.tsx,app-page,calculator,warning,52,153,1,true,53,true,3,1815,84,true,tiktok coins calculator,true,17,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (3)
/calculators/coins/most-expensive-tiktok-gifts/,content/calculators/coins/most-expensive-tiktok-gifts.mdx,mdx,calculator,warning,55,149,1,true,12,false,2,1024,19,true,most expensive tiktok gifts,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/coins/tiktok-coin-prices-by-country/,content/calculators/coins/tiktok-coin-prices-by-country.mdx,mdx,calculator,warning,50,146,1,true,12,false,2,966,20,true,tiktok coin prices by country,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/coins/tiktok-coin-value-usd/,content/calculators/coins/tiktok-coin-value-usd.mdx,mdx,calculator,warning,38,154,1,true,14,false,0,2169,26,true,how much is 1 tiktok coin worth,true,20,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/coins-gifts-diamonds/coins/,src/app/calculators/coins-gifts-diamonds/coins/page.tsx,app-page,calculator,warning,52,153,1,true,45,true,4,2284,71,true,tiktok coins calculator,true,8,0,true,true,Answer|FAQPage|Question,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (4)
/calculators/coins-gifts-diamonds/diamonds/,src/app/calculators/coins-gifts-diamonds/diamonds/page.tsx,app-page,calculator,warning,50,149,1,false,41,true,0,1327,56,true,tiktok diamond calculator,false,9,1,true,true,Answer|FAQPage|Organization|Person|Question,true,true,0,3,,Meta description does not include primary keyword | Heading hierarchy levels are skipped | Primary keyword missing in first 150 words
/calculators/coins-gifts-diamonds/gift/,src/app/calculators/coins-gifts-diamonds/gift/page.tsx,app-page,calculator,warning,51,152,1,true,40,false,0,1676,57,true,tiktok gift calculator,false,12,0,true,true,AggregateRating|Answer|FAQPage|Offer|Organization|Question|SoftwareApplication,true,true,0,1,,Primary keyword missing in first 150 words
/calculators/coins-gifts-diamonds/,src/app/calculators/coins-gifts-diamonds/page.tsx,app-page,calculator,warning,56,145,1,true,47,true,1,1888,65,true,creator calculator,false,12,0,true,true,AggregateRating|Answer|BreadcrumbList|CollectionPage|FAQPage|ItemList|ListItem|Offer|Question|SoftwareApplication|Thing,true,true,0,5,,Title does not front-load primary keyword | Meta description does not include primary keyword | Heading hierarchy levels are skipped | Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/calculators/comment-rate/,src/app/calculators/comment-rate/page.tsx,app-page,calculator,good,54,153,1,true,36,false,0,1549,58,true,comment rate calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/commerce-ads/ad-cost/,src/app/calculators/commerce-ads/ad-cost/page.tsx,app-page,calculator,warning,54,155,1,true,46,true,0,1449,76,true,tiktok ad cost calculator,true,9,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/commerce-ads/,src/app/calculators/commerce-ads/page.tsx,app-page,calculator,warning,54,153,1,false,47,true,1,1854,61,true,creator calculator,false,9,0,true,true,AggregateRating|Answer|BreadcrumbList|CollectionPage|FAQPage|ItemList|ListItem|Offer|Question|SoftwareApplication|Thing,true,true,0,5,,Title does not front-load primary keyword | Meta description does not include primary keyword | Heading hierarchy levels are skipped | Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/calculators/commerce-ads/rpm-cpm/,src/app/calculators/commerce-ads/rpm-cpm/page.tsx,app-page,calculator,warning,54,155,1,true,51,false,0,1608,52,true,rpm calculator,true,8,0,true,true,Answer|FAQPage|Question,true,true,0,1,,Meta description does not include primary keyword
/calculators/commerce-ads/shop-profit/best-selling-tiktok-shop-products/,content/calculators/commerce-ads/shop-profit/best-selling-tiktok-shop-products.mdx,mdx,calculator,warning,57,154,1,true,9,false,2,2173,18,true,best selling tiktok shop products,true,23,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/commerce-ads/shop-profit/,src/app/calculators/commerce-ads/shop-profit/[articleSlug]/page.tsx,app-page,calculator,warning,53,152,1,true,67,true,2,2879,52,true,tiktok shop commission,true,21,0,true,true,Answer|FAQPage|Question,true,true,0,3,,Meta description does not include primary keyword | Heading hierarchy levels are skipped | Potentially unrelated H2 headings (2)
